,Name,Age,Team,Medal
3896,"Theodore William ""Bill"" Bruce",24.0,Australia,Silver
3897,Charles Granville Bruce,57.0,Great Britain,Gold
3898,John Geoffrey Bruce,27.0,Great Britain,Gold
3899,"Thomas Edwin ""Tom"" Bruce",20.0,United States,Silver
3900,"Thomas Edwin ""Tom"" Bruce",20.0,United States,Gold
3901,Wendy Suzanne Bruce (-Martin),19.0,United States,Bronze
3902,Peter Bruch,16.0,East Germany,Bronze
3903,"Bjrn Richard ""Ricky"" Bruch",26.0,Sweden,Bronze
3904,Hans-Dieter Brchert,23.0,East Germany,Silver
3905,Roland Brckner,20.0,East Germany,Bronze
3906,Roland Brckner,24.0,East Germany,Silver
3907,Roland Brckner,24.0,East Germany,Gold
3908,Roland Brckner,24.0,East Germany,Bronze
3909,Ralf Brudel,25.0,East Germany,Gold
3910,Ralf Brudel,29.0,Germany,Silver
3911,"Wilhelm ""Willy"" Brderlin",25.0,Switzerland,Gold
3912,Prospre Bruggeman,27.0,Royal Club Nautique de Gand,Silver
3913,Kurt Brugger,24.0,Italy-1,Gold
3914,"Edmund ""Edy"" Bruggmann",28.0,Switzerland,Silver
3915,Ivano Brugnetti,27.0,Italy,Gold
3916,Jacques Marie Stanislas Jean Brugnon,28.0,France-1,Silver
3917,Sergi Bruguera Torner,25.0,Spain,Silver
3918,William Bruhn-Mller,25.0,Roddklubben af 1912-1,Silver
3919,Julien Louis Brul,44.0,France,Silver
3920,Julien Louis Brul,44.0,France,Gold
3921,Julien Louis Brul,44.0,France,Bronze
3922,Lyubov Aleksandrovna Bruletova,26.0,Russia,Silver
3923,Valery Nikolayevich Brumel,18.0,Soviet Union,Silver
3924,Valery Nikolayevich Brumel,22.0,Soviet Union,Gold
3925,Jan Brumovsk,27.0,Czechoslovakia,Silver
3926,Kristoffer Brun,28.0,Norway,Bronze
3927,Enrico Bruna,25.0,Bucintoro Venezia-1,Gold
3928,Enrico Bruna,25.0,Bucintoro Venezia,Gold
3929,Frantiek Brna,27.0,Czechoslovakia,Silver
3930,Roberto Brunamonti,21.0,Italy,Silver
3931,Jennifer Lyn Brundage,27.0,United States,Gold
3932,"Michael Lee ""Mike"" Bruner",19.0,United States,Gold
3933,Caroline Brunet,27.0,Canada,Silver
3934,Caroline Brunet,31.0,Canada,Silver
3935,Caroline Brunet,35.0,Canada,Bronze
3936,Manuel Brunet,30.0,Argentina,Gold
3937,Marie Laure Louise Graldine Brunet,21.0,France,Bronze
3938,Marie Laure Louise Graldine Brunet,21.0,France,Silver
3939,Pierre Andr Brunet,24.0,France,Bronze
3940,Pierre mile Ernest Brunet,21.0,France-1,Bronze
3941,Pierre mile Ernest Brunet,25.0,France,Gold
3942,Pierre mile Ernest Brunet,29.0,France,Gold
3943,Roberta Brunet,31.0,Italy,Bronze
3944,Andre Marguerite Blanche Brunet-Joly,22.0,France-1,Bronze
3945,Andre Marguerite Blanche Brunet-Joly,26.0,France,Gold
3946,Andre Marguerite Blanche Brunet-Joly,30.0,France,Gold
3947,Luis ngel Brunetto,22.0,Argentina,Silver
3948,Dino Bruni,20.0,Italy,Silver
3949,Rachele Bruni,25.0,Italy,Silver
3950,"Bruno ""Bruninho"" Mossa de Rezende",22.0,Brazil,Silver
3951,"Bruno ""Bruninho"" Mossa de Rezende",26.0,Brazil,Silver
3952,"Bruno ""Bruninho"" Mossa de Rezende",30.0,Brazil,Gold
3953,Konrad Anton Olsson Brunkman,25.0,Roddklubben af 1912-1,Silver
3954,Franz Brunner,23.0,Austria,Silver
3955,Georg Brunner,30.0,Germany,Bronze
3956,Karl Bernhard Brunner,28.0,Italy-1,Silver
3957,Melitta Brunner (-Kreckow),21.0,Austria-2,Bronze
3958,"Ursula ""Ursel"" Brunner (-Wirth)",19.0,Germany,Bronze
3959,Luciano Bruno,21.0,Italy,Bronze
3960,Plinio Anslme Brusa,32.0,France,Bronze
3961,Giancarlo Brusati,26.0,Italy,Gold
3962,Olga Aleksandrovna Brusnikina,21.0,Russia,Gold
3963,Olga Aleksandrovna Brusnikina,25.0,Russia,Gold
3964,"Ernesto Mario ""Enrico"" Brusoni",21.0,Italy,Gold
3965,Arne Brustad,24.0,Norway,Bronze
3966,Georg Brustad,19.0,Norway,Bronze
3967,Hkon Brusveen,32.0,Norway,Gold
3968,Hkon Brusveen,32.0,Norway,Silver
3969,Frdric-Albert Gustave Bruynseels,31.0,Edelweiss II-1,Gold
3970,"Robert Charles ""Bob"" Bryan",30.0,United States-1,Bronze
3971,"Robert Charles ""Bob"" Bryan",34.0,United States-1,Gold
3972,"Michael Carl ""Mike"" Bryan",30.0,United States-1,Bronze
3973,"Michael Carl ""Mike"" Bryan",34.0,United States-1,Bronze
3974,"Michael Carl ""Mike"" Bryan",34.0,United States-1,Gold
3975,Karina Louise Bryant,33.0,Great Britain,Bronze
3976,Kelci Marie Bryant,23.0,United States,Silver
3977,Kobe Bean Bryant,29.0,United States,Gold
3978,Kobe Bean Bryant,33.0,United States,Gold
3979,Percy D. Bryant,34.0,United States-2,Silver
3980,"George Philip ""Phil"" Bryant",26.0,United States,Gold
3981,"George Philip ""Phil"" Bryant",26.0,Boston Archers,Bronze
3982,Rosalyn Evette Bryant (-Clark),20.0,United States,Silver
3983,Wallace Bryant,40.0,Boston Archers,Bronze
3984,Arto Kalervo Bryggare,26.0,Finland,Bronze
3985,Haakon Piro Bryhn,26.0,Norna,Gold
3986,Alexia Marie Bryn (Schien-),31.0,Norway,Silver
3987,Yngvar Bryn,38.0,Norway,Silver
3988,Mira Vasilyevna Bryunina,24.0,Soviet Union,Silver
3989,Viktor Arkadiyovych Bryzhin,26.0,Soviet Union,Gold
3990,Olha Arkadivna Bryzhina (Vladykina-),25.0,Soviet Union,Gold
3991,Olha Arkadivna Bryzhina (Vladykina-),29.0,Unified Team,Silver
3992,Olha Arkadivna Bryzhina (Vladykina-),29.0,Unified Team,Gold
3993,Yelyzaveta Viktorivna Bryzhina,22.0,Ukraine,Bronze
3994,Jan Brzk-Felix,24.0,Czechoslovakia,Gold
3995,Jan Brzk-Felix,36.0,Czechoslovakia,Gold
3996,Jan Brzk-Felix,40.0,Czechoslovakia,Silver
3997,Jerzy Jzef Brzczek,21.0,Poland,Silver
3998,Ashley Brzozowicz,29.0,Canada,Silver
3999,Janusz Pawe Brzozowski,25.0,Poland,Bronze
4000,Karen Brdsgaard,22.0,Denmark,Gold
4001,Karen Brdsgaard,26.0,Denmark,Gold
4002,Dejan Brovi,30.0,Serbia and Montenegro,Bronze
4003,Kjersti stgrd Buaas,24.0,Norway,Bronze
4004,Joshua Buatsi,23.0,Great Britain,Bronze
4005,Adalberts Bubenko,26.0,Latvia,Bronze
4006,"Serhiy Nazarovych ""Sergey"" Bubka",24.0,Soviet Union,Gold
4007,Ji Bubla,26.0,Czechoslovakia,Silver
4008,"Augustin ""Gustav"" Bubnk",19.0,Czechoslovakia,Silver
4009,Vlastimil Bubnk,32.0,Czechoslovakia,Bronze
4010,William Carl Buchan,27.0,United States,Gold
4011,"William Earl Buchan, Sr.",49.0,United States,Gold
4012,Ferdinand Lindley Augustus Buchanan,32.0,South Africa,Silver
4013,Glenn Robert Buchanan,21.0,Australia,Bronze
4014,John Buchanan,24.0,Hera-1,Gold
4015,Kadeisha Buchanan,20.0,Canada,Bronze
4016,Sharon Lee Buchanan-Patmore,25.0,Australia,Gold
4017,"Georges Eugne William ""Go"" Buchard",30.0,France,Gold
4018,"Georges Eugne William ""Go"" Buchard",34.0,France,Silver
4019,"Georges Eugne William ""Go"" Buchard",38.0,France,Silver
4020,"Georges Eugne William ""Go"" Buchard",38.0,France,Gold
4021,"Georges Eugne William ""Go"" Buchard",42.0,France,Bronze
4022,Gustave Jean Armand Buchard,30.0,France,Bronze
4023,Michael Buchheim,22.0,East Germany,Bronze
4024,Matthijs Bchli,23.0,Netherlands,Silver
4025,"Joachim ""Jochen"" Bchner",23.0,Germany,Bronze
4026,"Annemarie ""Mirl"" Buchner (Fischer-)",27.0,Germany,Silver
4027,"Annemarie ""Mirl"" Buchner (Fischer-)",27.0,Germany,Bronze
4028,Ralf Bchner,21.0,East Germany,Silver
4029,Charles von Buchwald,25.0,Denmark,Gold
4030,Charles von Buchwald,27.0,Denmark,Silver
4031,Charles von Buchwald,31.0,Denmark,Silver
4032,Edgar Buchwalder,20.0,Switzerland,Silver
4033,Craig Werner Buck,25.0,United States,Gold
4034,Craig Werner Buck,30.0,United States,Gold
4035,Claude Percival Buckenham,24.0,Upton Park FC,Gold
4036,"Gregory Fenton ""Greg"" Buckingham",23.0,United States,Silver
4037,George Frederick Buckland,25.0,Great Britain,Silver
4038,George John Buckley,24.0,Devon and Somerset Wanderers,Gold
4039,Walter Selby Buckmaster,27.0,"BLO Polo Club, Rugby",Silver
4040,Walter Selby Buckmaster,35.0,Hurlingham-2,Silver
4041,Henry Cresswell Bucknall,22.0,Leander Club-1,Gold
4042,William Quinn Buckner,21.0,United States,Gold
4043,Florica Bucur (-Szilagh),21.0,Romania,Bronze
4044,Lszl II Budai (Bednarik),23.0,Hungary,Gold
4045,Tams Buday,24.0,Hungary,Bronze
4046,"Harold Boyce Budd, Jr.",25.0,United States,Gold
4047,Richard Gordon McBride Budgett,25.0,Great Britain,Gold
4048,Alexander Alan Budikusuma Wiratama,24.0,Indonesia,Gold
4049,Hugo Budinger,29.0,Germany,Bronze
4050,Aleksandr Fyodorovich Budnikov,24.0,Soviet Union,Silver
4051,Boris Fyodorovich Budnikov,38.0,Soviet Union,Silver
4052,Aleksei Budlin,24.0,Estonia,Bronze
4053,Henryk Budziski,27.0,Poland,Bronze
4054,Rachel Marie Buehler (-Van Hollebeke),22.0,United States,Gold
4055,Rachel Marie Buehler (-Van Hollebeke),26.0,United States,Gold
4056,"John Joseph ""Joe"" Buerger",33.0,Western Rowing Club-3,Bronze
4057,Valeria Bufanu-tefnescu,25.0,Romania,Silver
4058,Pierre Andr Buffire,25.0,France,Silver
4059,Tonja Yvette Buford-Bailey,25.0,United States,Bronze
4060,Ivans Bugajenkovs,26.0,Soviet Union,Gold
4061,Ivans Bugajenkovs,30.0,Soviet Union,Gold
4062,Imrich Bugr,25.0,Czechoslovakia,Silver
4063,Charles G. Bugbee,24.0,Great Britain,Gold
4064,Charles G. Bugbee,32.0,Great Britain,Gold
4065,"Regina E. ""Gina"" Buggy",24.0,United States,Bronze
4066,Hans Ulrich Eduard Bhler,31.0,Switzerland,Silver
4067,"Anton ""Toni"" Bhler",38.0,Switzerland,Bronze
4068,"Anton ""Toni"" Bhler",38.0,Switzerland,Silver
4069,Herbert Buhtz,21.0,Germany,Silver
4070,gota Bujdos,33.0,Hungary,Bronze
4071,Imre Bujdos,29.0,Hungary,Gold
4072,Imre Bujdos,33.0,Hungary,Silver
4073,Peder Harald Pedersen Bukdahl,22.0,Denmark,Silver
4074,Heinz Bker,23.0,Germany,Bronze
4075,Nikolay Petkov Bukhalov,21.0,Bulgaria,Bronze
4076,Nikolay Petkov Bukhalov,25.0,Bulgaria,Gold
4077,Gennady Ivanovich Bukharin,27.0,Soviet Union,Bronze
4078,Galina Petrovna Bukharina,23.0,Soviet Union,Bronze
4079,Luka Buki,22.0,Croatia,Silver
4080,Perica Buki,18.0,Yugoslavia,Gold
4081,Perica Buki,22.0,Yugoslavia,Gold
4082,Perica Buki,30.0,Croatia,Silver
4083,Andrey Anatolyevich Bukin,26.0,Soviet Union-1,Silver
4084,Andrey Anatolyevich Bukin,30.0,Soviet Union-1,Gold
4085,Yekaterina Borisovna Bukina,29.0,Russia,Bronze
4086,Brigita Bukovec,26.0,Slovenia,Silver
4087,Anatoly Nikolayevich Bulakov,22.0,Soviet Union,Bronze
4088,Valeriu Bularc,33.0,Romania,Silver
4089,Anela Bulatovi,25.0,Montenegro,Silver
4090,Katarina Bulatovi,27.0,Montenegro,Silver
4091,Igor Vasilyevich Buldakov,26.0,Soviet Union,Silver
4092,Lyudmila Stepanovna Buldakova (Meshcheryakova-),26.0,Soviet Union,Silver
4093,Lyudmila Stepanovna Buldakova (Meshcheryakova-),30.0,Soviet Union,Gold
4094,Lyudmila Stepanovna Buldakova (Meshcheryakova-),34.0,Soviet Union,Gold
4095,Evert Jan Bulder,25.0,Netherlands,Bronze
4096,"Jacob Eisse ""Jaap"" Bulder",23.0,Netherlands,Bronze
4097,Adelmo Bulgarelli,24.0,Italy,Bronze
4098,Emilio Bulgarelli,31.0,Italy,Gold
4099,Alexandru Buligan,24.0,Romania,Bronze
4100,Diana Laura Bulimar,16.0,Romania,Bronze
4101,Jan Bulis,27.0,Czech Republic,Bronze
4102,Ivan Buljubai,24.0,Croatia,Gold
4103,Erich Buljung,44.0,United States,Silver
4104,Jane Mary Elizabeth Bullen (-Holderness-Roddam),20.0,Great Britain,Gold
4105,Massimo Bulleri,26.0,Italy,Silver
4106,"Victoria Andrea ""Vicky"" Bullett",20.0,United States,Gold
4107,"Victoria Andrea ""Vicky"" Bullett",24.0,United States,Bronze
4108,Chlo Bulleux,24.0,France,Silver
4109,Katharina Bullin,21.0,East Germany,Silver
4110,Maik Bullmann,25.0,Germany,Gold
4111,Maik Bullmann,29.0,Germany,Bronze
4112,Nicole Bullo,26.0,Switzerland,Bronze
4113,mile Joseph Bulteel,21.0,France,Bronze
4114,Gamze Bulut,19.0,Turkey,Silver
4115,Sergey Ivanovich Bulygin,20.0,Soviet Union,Gold
4116,"Jaap Derk ""Jaap-Derk"" Buma",28.0,Netherlands,Gold
4117,Elen Rafaelovna Bunatyants-Shakirova,22.0,Unified Team,Gold
4118,Ahmed Naseer Bunda,24.0,Pakistan,Silver
4119,Ahmed Naseer Bunda,28.0,Pakistan,Gold
4120,Darren Bundock,29.0,Australia,Silver
4121,Darren Bundock,37.0,Australia,Silver
4122,Wilfred Kipkemboi Bungei,28.0,Kenya,Gold
4123,Carsten Bunk,20.0,East Germany,Gold
4124,Elliot John Bunney,21.0,Great Britain,Silver
4125,James Clark Bunten,33.0,Hera-1,Gold
4126,Denis Bunti,29.0,Croatia,Bronze
4127,Diego Mario Buonanotte Rende,20.0,Argentina,Gold
4128,Pasquale Buonocore,32.0,Italy,Gold
4129,Hans Petter Buraas,22.0,Norway,Gold
4130,Viktor Volodymyrovych Burakov,25.0,Soviet Union,Gold
4131,Francis Romulus Burchell,26.0,Devon and Somerset Wanderers,Gold
4132,Ivan Burchin,19.0,Bulgaria,Bronze
4133,Robert Brchler-Messer,37.0,Switzerland,Silver
4134,Caroline Stillwell Burckle,22.0,United States,Bronze
4135,Lyubov Viktorovna Burda (-Andrianova),15.0,Soviet Union,Gold
4136,Lyubov Viktorovna Burda (-Andrianova),19.0,Soviet Union,Gold
4137,Nataliya Andrivna Burdeina,26.0,Ukraine,Silver
4138,Beaufort Burdekin,20.0,"New College, Oxford-2",Silver
4139,"William Douglas ""Doug"" Burden",23.0,United States,Bronze
4140,"William Douglas ""Doug"" Burden",26.0,United States,Silver
4141,Cdric Burdet,33.0,France,Gold
4142,Cornelius Lonzo Burdette,33.0,United States,Gold
4143,Nicols Andrs Burdisso,23.0,Argentina,Gold
4144,Pavel Vladimirovich Bure,26.0,Russia,Silver
4145,Pavel Vladimirovich Bure,30.0,Russia,Bronze
4146,Valery Vladimirovich Bure,23.0,Russia,Silver
4147,Valery Vladimirovich Bure,27.0,Russia,Bronze
4148,Vladimir Valeryevich Bure,17.0,Soviet Union,Bronze
4149,Vladimir Valeryevich Bure,21.0,Soviet Union,Bronze
4150,Vladimir Valeryevich Bure,21.0,Soviet Union,Silver
4151,Maurice Buret,39.0,France,Gold
4152,Erna Brger,27.0,Germany,Gold
4153,"Friederike ""Fritzi"" Burger (-Nishikawa-, -Russell)",17.0,Austria,Silver
4154,"Friederike ""Fritzi"" Burger (-Nishikawa-, -Russell)",21.0,Austria,Silver
4155,Heinrich Burger,26.0,Germany,Gold
4156,Nathan Burgers,33.0,Australia,Bronze
4157,"Thomas William ""Bill"" Burgess",27.0,Libellule de Paris,Bronze
4158,"Donald Christopher ""Don"" Burgess",19.0,Great Britain,Bronze
4159,"Donald Christopher ""Don"" Burgess",23.0,Great Britain,Bronze
4160,Edgar Richard Burgess,20.0,Leander Club-1,Gold
4161,"Gregory Stewart ""Greg"" Burgess",20.0,United States,Silver
4162,Phil Burgess,28.0,Great Britain,Silver
4163,Simon Peter Burgess,33.0,Australia,Silver
4164,Simon Peter Burgess,36.0,Australia,Silver
4165,Michelle Burgher,23.0,Jamaica,Silver
4166,Michelle Burgher,27.0,Jamaica,Bronze
4167,David George Brownlow Cecil Burghley,23.0,Great Britain,Gold
4168,David George Brownlow Cecil Burghley,27.0,Great Britain,Silver
4169,Leonid Iosypovych Buriak,23.0,Soviet Union,Bronze
4170,Damir Buri,31.0,Croatia,Gold
4171,Damir Buri,35.0,Croatia,Silver
4172,Dan Burinc,24.0,Romania,Silver
4173,Johan Frederik Karel Hendrik Jacob Burk,20.0,Amstel Amsterdam,Bronze
4174,Petra Burka,17.0,Canada,Bronze
4175,Claudia Ins Burkart,24.0,Argentina,Bronze
4176,Claudia Ins Burkart,28.0,Argentina,Bronze
4177,Barbara Hannah Anita Burke (-Knight),19.0,Great Britain,Silver
4178,"Daniel ""Dan"" Burke",26.0,Australia,Silver
4179,"Douglas Lambert ""Doug"" Burke",27.0,United States,Silver
4180,Lynn Edythe Burke (-McConville),17.0,United States,Gold
4181,Miles J. Burke,19.0,United States,Silver
4182,Sean Burke,25.0,Canada,Silver
4183,Steven James Burke,20.0,Great Britain,Bronze
4184,Steven James Burke,24.0,Great Britain,Gold
4185,Steven James Burke,28.0,Great Britain,Gold
4186,"Thomas Edmund ""Tom"" Burke",21.0,United States,Gold
4187,Daniil Sergeyevich Burkenya,26.0,Russia,Bronze
4188,Rudolf Burkert,23.0,Czechoslovakia,Bronze
4189,Tommy Loren Burleson,20.0,United States,Silver
4190,Peter Burling,21.0,New Zealand,Silver
4191,Peter Burling,25.0,New Zealand,Gold
4192,Hanna Viktorivna Burmistrova,27.0,Ukraine,Bronze
4193,John Southerden Burn,23.0,Cambridge University Boat Club-2,Bronze
4194,Thomas Christopher Burn,23.0,Great Britain,Gold
4195,"Alphonse Adolph Burnand, Jr.",36.0,Angelita,Gold
4196,Charles Desborough Burnell,32.0,Leander Club-1,Gold
4197,"Richard Desborough ""Dickie"" Burnell",31.0,Great Britain,Gold
4198,Howard McNeal Burnett,27.0,Jamaica,Silver
4199,Jason Nicholas Burnett,21.0,Canada,Silver
4200,Kevin Lobdell Burnham,35.0,United States,Silver
4201,Kevin Lobdell Burnham,47.0,United States,Gold
4202,"William Lawrie ""Billy"" Burns",29.0,Winnipeg Shamrocks-1,Gold
4203,Lauren Chantel Burns (-Muller),26.0,Australia,Gold
4204,Lindsay H. Burns,31.0,United States,Silver
4205,Marc Burns,25.0,Trinidad and Tobago,Gold
4206,Marc Burns,29.0,Trinidad and Tobago,Silver
4207,Adrian Mark Burnside,27.0,Australia,Silver
4208,Nikolay Aleksandrovich Burobin,27.0,Soviet Union,Gold
4209,Hannelore Burosch (-Khnert),28.0,East Germany,Silver
4210,Henry George Burr,40.0,Great Britain,Silver
4211,Leslie Michele Burr-Howard (-Leneghan-),27.0,United States,Gold
4212,Leslie Michele Burr-Howard (-Leneghan-),39.0,United States,Silver
4213,Leroy Russell Burrell,25.0,United States,Gold
4214,Tom Eustace Burridge,19.0,Upton Park FC,Gold
4215,Jordan Ernest Burroughs,24.0,United States,Gold
4216,Sean Patrick Burroughs,20.0,United States,Gold
4217,Alexander Baird Burt,24.0,Scotland-3,Bronze
4218,"Harold ""Harry"" Burt",35.0,Great Britain,Bronze
4219,John Burt,31.0,Scotland-3,Bronze
4220,"Wellington Parker Burtnett, Jr.",25.0,United States,Silver
4221,Christopher Burton,34.0,Australia,Bronze
4222,"Michael Jay ""Mike"" Burton",21.0,United States,Gold
4223,"Michael Jay ""Mike"" Burton",25.0,United States,Gold
4224,Tom Burton,26.0,Australia,Gold
4225,William Charles Burton,18.0,Australia,Silver
4226,Mikhail Ivanovich Burtsev,20.0,Soviet Union,Gold
4227,Mikhail Ivanovich Burtsev,24.0,Soviet Union,Silver
4228,Mikhail Ivanovich Burtsev,24.0,Soviet Union,Gold
4229,Mikhail Ivanovich Burtsev,32.0,Soviet Union,Silver
4230,Edmond William Bury,23.0,Great Britain-2,Silver
4231,Michel Georges Bury,32.0,France,Silver
4232,Olga Valentinovna Buryakina,30.0,Soviet Union,Bronze
4233,Bianka Bua,22.0,Serbia,Silver
4234,Istvn Busa,27.0,Hungary,Bronze
4235,Sabine Busch (-Ascui),25.0,East Germany,Bronze
4236,Antje Buschschulte (-Meeuw),17.0,Germany,Bronze
4237,Antje Buschschulte (-Meeuw),21.0,Germany,Bronze
4238,Antje Buschschulte (-Meeuw),25.0,Germany,Bronze
4239,Frank Busemann,21.0,Germany,Silver
4240,Karl-Heinz Buert,21.0,East Germany,Gold
4241,"Lesley Leigh Bush (-Hickcox, -Makepeace)",17.0,United States,Gold
4242,"Bertram Herbert Thomas ""Bert"" Bushnell",26.0,Great Britain,Gold
4243,Viktor Georgiyevich Bushuyev,27.0,Soviet Union,Gold
4244,"Wilhelm ""Willi"" Bsing",31.0,Germany,Bronze
4245,"Wilhelm ""Willi"" Bsing",31.0,Germany,Silver
4246,Andro Bulje,26.0,Croatia,Gold
4247,Andro Bulje,30.0,Croatia,Silver
4248,Yevhen Leonidovych Buslovych,28.0,Ukraine,Silver
4249,"Gabriele ""Gaby"" Bumann",24.0,West Germany,Bronze
4250,Crystl Irene Bustos,23.0,United States,Gold
4251,Crystl Irene Bustos,26.0,United States,Gold
4252,Crystl Irene Bustos,30.0,United States,Silver
4253,Veniamin Yevgenyevich But,27.0,Soviet Union,Silver
4254,Stepas Butautas,26.0,Soviet Union,Silver
4255,Yvonne Buter,29.0,Netherlands,Bronze
4256,Simone Buti,32.0,Italy,Silver
4257,Hans Eduard Btikofer-Perret,20.0,Switzerland-1,Silver
4258,Micha Butkiewicz,26.0,Poland,Bronze
4259,Aleksandr Anatolyevich Butko,26.0,Russia,Gold
4260,Vytautas Butkus,26.0,Soviet Union,Silver
4261,Dean William Butler,27.0,Australia,Gold
4262,Everard Burnside Butler,26.0,Canada,Bronze
4263,Guy Montagu Butler,20.0,Great Britain,Silver
4264,Guy Montagu Butler,20.0,Great Britain,Gold
4265,Guy Montagu Butler,24.0,Great Britain,Bronze
4266,Jimmy Butler III,26.0,United States,Gold
4267,Leon Edward Butler,31.0,United States,Bronze
4268,Lloyd LeMarr Butler,23.0,United States,Gold
4269,"Charles Thomas ""Tom"" Butler",23.0,United States-1,Bronze
4270,"Thomas ""Tom"" Butler",36.0,Liverpool Police Team-2,Silver
4271,Vyacheslav Gennadyevich Butsayev,21.0,Unified Team,Gold
4272,Jahangir Ahmed Butt,25.0,Pakistan,Gold
4273,Jahangir Ahmed Butt,29.0,Pakistan,Silver
4274,John Hurst Butt,57.0,Great Britain-2,Bronze
4275,John Hurst Butt,61.0,Great Britain,Silver
4276,Linus Butt,29.0,Germany,Bronze
4277,"Jeffrey ""Jeff"" Buttle",23.0,Canada,Bronze
4278,"Richard Totten ""Dick"" Button",18.0,United States,Gold
4279,"Richard Totten ""Dick"" Button",22.0,United States,Gold
4280,James Aaron Butts,26.0,United States,Silver
4281,Matthew Butturini,24.0,Australia,Bronze
4282,Dajana Butulija,30.0,Serbia,Bronze
4283,Nataliya Anatolyevna Butuzova,26.0,Soviet Union,Silver
4284,"Anton Gerrit Jan ""Ton"" Buunk",23.0,Netherlands,Bronze
4285,"Douglas Raymond ""Doug"" Buxton",39.0,Buraddoo,Bronze
4286,Jen Buznszky,27.0,Hungary,Gold
4287,Nataliya Vasilyevna Buzunova,22.0,Soviet Union,Bronze
4288,Ilya Vladimirovich Byakin,25.0,Soviet Union,Gold
4289,Thomas Hedvin Byberg,31.0,Norway,Silver
4290,Mikhail Ivanovich Bychkov,33.0,Soviet Union,Bronze
4291,Karyn L. Bye (-Dietz),26.0,United States,Gold
4292,Karyn L. Bye (-Dietz),30.0,United States,Silver
4293,Oskar Wilhelm Bye,35.0,Norway,Gold
4294,Oskar Wilhelm Bye,37.0,Norway,Silver
4295,Byeon Cheon-Sa,18.0,South Korea,Gold
4296,Byeon Gyeong-Ja,20.0,South Korea,Bronze
4297,Anatoly Mikhaylovich Bykov,22.0,Soviet Union,Gold
4298,Anatoly Mikhaylovich Bykov,26.0,Soviet Union,Silver
4299,"Vyacheslav Arkadyevich ""Slava"" Bykov",27.0,Soviet Union,Gold
4300,"Vyacheslav Arkadyevich ""Slava"" Bykov",31.0,Unified Team,Gold
4301,Nataliya Viktorovna Bykova (-Zvonaryova),21.0,Soviet Union,Bronze
4302,Tamara Vladimirovna Bykova,29.0,Soviet Union,Bronze
4303,Bror Erik Bylhn,26.0,Sweden,Silver
4304,Bror Erik Bylhn,30.0,Sweden,Silver
4305,Ingamay Christina Bylund,36.0,Sweden,Bronze
4306,"Christopher Cornelius ""Chris"" Byrd",21.0,United States,Silver
4307,"Richard Leslie ""Dick"" Byrd",19.0,United States,Silver
4308,Anja Byrial Hansen (-Pedersen),22.0,Denmark,Gold
4309,"Anthony ""Tony"" Byrne",26.0,Ireland,Bronze
4310,James Andrew Byrnes,25.0,Canada,Gold
4311,James Andrew Byrnes,29.0,Canada,Silver
4312,"Jacob Walter ""Wally"" Byron",35.0,Canada,Gold
4313,Thomas Karl Elof Bystrm,38.0,Sweden,Silver
4314,Galina Petrovna Bystrova (Dolzhenkova-),30.0,Soviet Union,Bronze
4315,Nataliya Bystrova,17.0,Soviet Union,Bronze
4316,Lars Bystl,27.0,Norway,Gold
4317,Lars Bystl,27.0,Norway,Bronze
4318,Francisco Caballer Saleras,27.0,Spain,Bronze
4319,Denia Caballero Ponce,26.0,Cuba,Bronze
4320,Francisco Cabaas Pardo,20.0,Mexico,Silver
4321,Nuria Cabanillas Provencio,15.0,Spain,Gold
4322,Charles Gustave Cabaret,41.0,France,Bronze
4323,Alba Mara Cabello Rodilla,22.0,Spain,Silver
4324,Alba Mara Cabello Rodilla,26.0,Spain,Bronze
4325,Javier Cabot Durn,26.0,Spain,Silver
4326,Ricardo Cabot Durn,30.0,Spain,Silver
4327,"Frederike Jacobie ""Mieke"" Cabout",22.0,Netherlands,Gold
4328,Delfo Cabrera Gmez,29.0,Argentina,Gold
4329,Giulio Cacciandra,35.0,Italy,Bronze
4330,Giulio Cacciandra,35.0,Italy,Silver
4331,Fermn Cacho Ruiz,23.0,Spain,Gold
4332,Fermn Cacho Ruiz,27.0,Spain,Silver
4333,Victor Antoine Jules Cadet,21.0,Tritons Lillois-2,Silver
4334,Axel Vilhelm Teodor Cadier,25.0,Sweden,Bronze
4335,Axel Vilhelm Teodor Cadier,29.0,Sweden,Gold
4336,"Raymond ""Ray"" Cadieux",26.0,Canada,Bronze
4337,Ernest Cadine,26.0,France,Gold
4338,Jrmy Cadot,29.0,France,Silver
4339,"Douglass Pope ""Doug"" Cadwallader",20.0,United States Golf Association-3,Bronze
4340,John Deere Cady,38.0,Trans-Mississippi Golf Association-2,Silver
4341,Erin Jane Cafaro (-McKenzie),25.0,United States,Gold
4342,Erin Jane Cafaro (-McKenzie),29.0,United States,Gold
4343,Ettore Caffaratti,33.0,Italy,Bronze
4344,Ettore Caffaratti,33.0,Italy,Silver
4345,Harold D. Cagle,22.0,United States,Silver
4346,Franco Giorgio Cagnotto,25.0,Italy,Silver
4347,Franco Giorgio Cagnotto,25.0,Italy,Bronze
4348,Franco Giorgio Cagnotto,29.0,Italy,Silver
4349,Franco Giorgio Cagnotto,33.0,Italy,Bronze
4350,Tania Cagnotto (-Parolin),31.0,Italy,Bronze
4351,Tania Cagnotto (-Parolin),31.0,Italy,Silver
